Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6OhDKgswCZoSuZ1ZGocjMX,"Bright (feat. Madison Reyes, Charlie Gillespie, Owen Patrick Joyner & Jeremy Shada)","Julie and the Phantoms: Season 1 (From the Netflix Original Series)","Julie and the Phantoms Cast,Madison Reyes,Charlie Gillespie,Owen Patrick Joyner,Jeremy Shada",2020-09-10,192375,58,,1970-01-01T00:00:00Z,"","Columbia",0.37,0.618,5,-4.41,1,0.0564,0.0803,0,0.0591,0.115,159.122,4
spotify:track:1r9xUipOqoNwggBpENDsvJ,"Enemy (with JID) - from the series Arcane League of Legends","Enemy (with JID) [from the series Arcane League of Legends]","Imagine Dragons,JID,Arcane,League of Legends",2021-10-28,173381,78,,1970-01-01T00:00:00Z,"","KIDinaKORNER/Interscope Records",0.728,0.783,11,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,4
spotify:track:1RCRbMaUWsT4NtDRAvZCEw,"Addict (From Hazbin Hotel)","Addict (From Hazbin Hotel)","NateWantsToBattle,AmaLee",2020-08-13,247500,47,,1970-01-01T00:00:00Z,"anime,nerdcore","Give Heart Records",0.588,0.946,1,-6.338,1,0.0387,0.0000167,0.0000519,0.127,0.412,128.03,4
spotify:track:6xjTZCCyLNEOw7AsGV8A5e,"Stronger - From Under the Sea: A Descendants Short Story","Stronger (From Under the Sea: A Descendants Short Story)","Dove Cameron,China Anne McClain",2018-09-28,255967,47,,1970-01-01T00:00:00Z,"","Walt Disney Records",0.718,0.783,11,-5.823,1,0.0462,0.00493,0,0.0858,0.54,122.961,4
spotify:track:4r8lRYnoOGdEi6YyI5OC1o,"Bye Bye Bye","No Strings Attached","*NSYNC",2000-03-21,200560,74,,1970-01-01T00:00:00Z,"","Jive",0.614,0.928,8,-4.806,0,0.0516,0.0408,0.00104,0.0845,0.879,172.656,4
spotify:track:1slthWjsnxzavQXRRKv36q,"Stand Tall (feat. Madison Reyes, Charlie Gillespie, Owen Patrick Joyner & Jeremy Shada)","Julie and the Phantoms: Season 1 (From the Netflix Original Series)","Julie and the Phantoms Cast,Madison Reyes,Charlie Gillespie,Owen Patrick Joyner,Jeremy Shada",2020-09-10,213145,59,,1970-01-01T00:00:00Z,"","Columbia",0.734,0.574,2,-5.576,1,0.0436,0.0741,0,0.0849,0.175,124.054,4
spotify:track:3FNvPqPE8dYoOZ8HsKkrAF,"It's Tough to Be a God","It's Tough to Be a God","Annapantsu,Elsie Lovelock",2020-05-21,157008,58,,1970-01-01T00:00:00Z,"sea shanties,pirate metal","annapantsu music",0.606,0.607,1,-8.484,1,0.182,0.078,0,0.457,0.57,76.175,4
spotify:track:4LNN9NH60D0ASFLCMgy5hV,"Tough Love (The Villains Lair)","Tough Love (The Villains Lair)","PattyCake",2019-05-03,266117,46,,1970-01-01T00:00:00Z,"","PattyCake",0.729,0.453,8,-10.986,1,0.144,0.51,0,0.0773,0.388,85.038,4
spotify:track:7zZDRq9CLl37OAywR39KVy,"Dirty Thoughts","The Monster You Made Me","Chloe Adams",2023-04-07,129698,70,,1970-01-01T00:00:00Z,"","Chloe Adams",0.66,0.462,7,-7.203,1,0.103,0.168,0.00000137,0.486,0.384,167.098,4
spotify:track:30XU4suKzCeoCK9YFzdufg,"Born This Way","Born This Way (International Special Edition Version)","Lady Gaga",2011-05-23,260252,79,,1970-01-01T00:00:00Z,"art pop,pop","Interscope",0.587,0.828,11,-5.108,1,0.161,0.00327,0,0.331,0.493,123.907,4
spotify:track:65fpYBrI8o2cfrwf2US4gq,"Rewrite The Stars","The Greatest Showman (Original Motion Picture Soundtrack)","Zac Efron,Zendaya",2017-12-08,217440,75,,1970-01-01T00:00:00Z,"musicals","Atlantic Records",0.684,0.619,10,-7.005,1,0.0386,0.0716,0,0.122,0.284,125.046,4
spotify:track:1DMp5Y9596jKrZTBYgi7fV,"Dirty Little Animals (From the series Arcane League of Legends)","Dirty Little Animals (From the series Arcane League of Legends)","BONES UK,Arcane,League of Legends",2021-11-13,205188,66,,1970-01-01T00:00:00Z,"","Riot Games",0.563,0.841,1,-6.38,0,0.382,0.0331,0,0.484,0.62,106.076,4
spotify:track:7CKRTXTnDfo0Go8AgXp1tW,"Warriors (She-Ra and the Princesses of Power Theme Song)","Warriors (She-Ra and the Princesses of Power Theme Song)","Aaliyah Rose",2019-04-26,146068,44,,1970-01-01T00:00:00Z,"","Back Lot Music",0.553,0.901,9,-3.131,0,0.151,0.092,0,0.11,0.536,144.989,4
spotify:track:45hOioMDJktr86iKDHC8gr,"Girlfriend","The Best Damn Thing (Expanded Edition)","Avril Lavigne",2007-04-17,216600,79,,1970-01-01T00:00:00Z,"","RCA Records Label",0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983,4
spotify:track:2h4BV7jx9Ltz9NxC2zgNcW,"Now or Never (feat. Charlie Gillespie, Owen Patrick Joyner & Jeremy Shada)","Julie and the Phantoms: Season 1 (From the Netflix Original Series)","Julie and the Phantoms Cast,Charlie Gillespie,Owen Patrick Joyner,Jeremy Shada",2020-09-10,184128,56,,1970-01-01T00:00:00Z,"","Columbia",0.449,0.957,2,-3.797,1,0.061,0.000197,0,0.0242,0.785,175.954,4
spotify:track:0GVA7K6nGHPQWVJZTkh1ux,"Freaks","Freaks","Jordan Clarke",2019-02-25,174800,61,,1970-01-01T00:00:00Z,"","Red Triangle Records",0.675,0.569,1,-6.356,1,0.0409,0.116,0,0.165,0.64,166.107,4
spotify:track:1TfqLAPs4K3s2rJMoCokcS,"Sweet Dreams (Are Made of This) - 2005 Remaster","Sweet Dreams (Are Made Of This)","Eurythmics,Annie Lennox,Dave Stewart",1983-01-04,216933,85,,1970-01-01T00:00:00Z,"new wave,synthpop","RCA Records Label",0.692,0.711,0,-7.498,0,0.0317,0.225,0,0.12,0.875,125.135,4
spotify:track:2z1xTVeAvEIdniWEnoGeAH,"Little Miss Perfect","Write Out Loud 2019","Write Out Loud,Taylor Louderman,Joriah Kwamé",2019-08-23,198412,58,,1970-01-01T00:00:00Z,"musicals","Write Out Loud Project",0.587,0.192,6,-12.578,1,0.125,0.828,0,0.0949,0.525,81.557,4
spotify:track:3vQClkqFgtwmmOU9ztsCJG,"Roundtable Rival","Shatter Me","Lindsey Stirling",2014-01-01,203280,52,,1970-01-01T00:00:00Z,"","WE LOVE MUSIC",0.502,0.868,2,-3.821,0,0.0578,0.00263,0.265,0.427,0.61,128.1,4
spotify:track:7DVHIdLvurJFWoAt2bE5Zt,"Jesteś który jesteś","Serce Sługi","CSM Worship",2019-06-15,293392,26,,1970-01-01T00:00:00Z,"worship","Sela Music",0.419,0.441,8,-7.654,1,0.0276,0.207,0.0000191,0.106,0.358,141.972,4
spotify:track:2vEDOWuYM6r2LO9HXI47F1,"Unsaid Emily (feat. Charlie Gillespie)","Julie and the Phantoms: Season 1 (From the Netflix Original Series)","Julie and the Phantoms Cast,Charlie Gillespie",2020-09-10,230240,64,,1970-01-01T00:00:00Z,"","Columbia",0.515,0.53,4,-6.974,1,0.0294,0.256,0,0.089,0.312,83.056,3
spotify:track:0HBrtXJohbIW4IhPZ50GmH,"The Bidding","Marvin's Marvelous Mechanical Museum","Tally Hall",2005-10-24,160613,71,,1970-01-01T00:00:00Z,"","Tally Hall",0.538,0.607,9,-5.261,0,0.216,0.248,0.00000554,0.0999,0.515,175.424,4
spotify:track:0GVuLQtPXFaL18ijEOqoAa,"Tightrope","The Greatest Showman (Original Motion Picture Soundtrack)","Michelle Williams",2017-12-08,234360,72,,1970-01-01T00:00:00Z,"musicals","Atlantic Records",0.351,0.331,9,-10.316,1,0.0382,0.3,0.00000914,0.0919,0.191,161.564,3
spotify:track:1gilgPrTkkZTp09Xf8zCmK,"The Next Right Thing","Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition)","Kristen Bell",2019-11-15,216773,63,,1970-01-01T00:00:00Z,"","Walt Disney Records",0.301,0.119,0,-14.256,0,0.0467,0.839,0.0000159,0.385,0.146,166.965,4
spotify:track:1NlOle24XwxBxjS8xdKbD7,"Starships","Starships","Megan Nicole,Lindsey Stirling",2012-06-04,210133,35,,1970-01-01T00:00:00Z,"","mudhutdigital.com",0.754,0.895,11,-0.3,0,0.0814,0.257,0.0000146,0.175,0.712,124.982,4
spotify:track:36482hNESSwELpr9sS3NbE,"A Little Party Never Killed Nobody (All We Got)","Music From Baz Luhrmann's Film The Great Gatsby (International Streaming Version)","Fergie,Q-Tip,GoonRock",2013-01-01,241306,65,,1970-01-01T00:00:00Z,"east coast hip hop","Water Tower Music/Interscope",0.761,0.619,5,-5.741,0,0.175,0.00959,0.00000318,0.0896,0.516,129.998,4
spotify:track:2wEjPgOCEczmjlvq60LyQi,"Girls / Girls / Boys","Too Weird to Live, Too Rare to Die!","Panic! At The Disco",2013-10-04,206840,65,,1970-01-01T00:00:00Z,"emo","Decaydance/Fueled By Ramen",0.606,0.924,11,-4.531,0,0.0349,0.00216,0.0000033,0.24,0.965,144.998,4
spotify:track:0eSKFjwdh7uOJZ7me6YbaN,"Playground (from the series Arcane League of Legends)","Playground (from the series Arcane League of Legends)","Bea Miller,Arcane,League of Legends",2021-11-05,230525,71,,1970-01-01T00:00:00Z,"","Riot Games",0.515,0.704,8,-6.834,1,0.0294,0.01,0.000062,0.129,0.35,157.391,4
spotify:track:2KV6j7i6JUPQY3PS6aNvMg,"How It’s Done (with Kim Petras, ALMA, Stefflon Don)","Charlie's Angels (Original Motion Picture Soundtrack)","Kash Doll,Kim Petras,ALMA,Stefflon Don",2019-11-01,182533,46,,1970-01-01T00:00:00Z,"dancehall","Silver Cloud/Charlie's Angels",0.723,0.924,10,-5.669,0,0.0559,0.00269,0.00248,0.0817,0.58,122.004,4
spotify:track:03GBiorLGTk7T4IScIl4jj,"Ex-Wives","Six: The Musical (Studio Cast Recording)","SIX",2018-08-31,350218,67,,1970-01-01T00:00:00Z,"musicals","6 Music Ltd a division of Loudmouth, under exclusive license from Ex-Wives Ltd",0.703,0.443,0,-9.601,0,0.0862,0.0499,0,0.338,0.367,136.647,4
spotify:track:3dNjUFt6EFU4Gq6Q5vfJqf,"Girls Like Girls","This Side of Paradise","Hayley Kiyoko",2015-02-03,229655,59,,1970-01-01T00:00:00Z,"","Steel Wool Records",0.61,0.699,6,-5.235,1,0.0248,0.0108,0.00000958,0.0994,0.603,142.03,4
spotify:track:16nCYYc1lCxCyvaR1lgo0i,"Could Have Been Me","Sing 2 (Original Motion Picture Soundtrack)","Halsey",2021-12-17,148732,72,,1970-01-01T00:00:00Z,"","Sing 2 Soundtrack Album",0.552,0.662,6,-6.225,0,0.0548,0.0000918,0,0.143,0.572,79.973,4
spotify:track:0g21KZ1XJuhwexWPLpuEt1,"You & Jennifer","Damaged Vol. 2","bülow",2018-06-08,159453,55,,1970-01-01T00:00:00Z,"","Universal Music Canada",0.752,0.698,11,-6.53,1,0.306,0.52,0,0.211,0.347,132.058,4
spotify:track:13Soih2NRLeDx8Unbr22mx,"Candy Store","Heathers: The Musical (World Premiere Cast Recording)","Jessica Keenan Wynn,Alice Lee,Elle McLemore",2014-06-10,172826,69,,1970-01-01T00:00:00Z,"musicals","Yellow Sound Label",0.728,0.525,1,-5.91,0,0.171,0.585,0,0.0962,0.779,141.855,4
spotify:track:3k9pWzRj7EsL66QTySQMvj,"Kingdom Dance","Zaplatani (Rapunzel) OST","Alan Menken",2010-01-01,140413,30,,1970-01-01T00:00:00Z,"","Walt Disney Records",0.327,0.609,4,-9.89,1,0.0567,0.0884,0.258,0.161,0.442,77.827,4
spotify:track:0SiywuOBRcynK0uKGWdCnn,"Bad Romance","The Fame Monster (Deluxe Edition)","Lady Gaga",2009-11-05,294573,90,,1970-01-01T00:00:00Z,"art pop,pop","Interscope",0.695,0.921,0,-3.752,1,0.0363,0.00314,0.0000526,0.0842,0.714,119.007,4
spotify:track:3MNeq4nPxnPK1lsGGXZeRU,"Girls","The Family Jewels","MARINA",2009-07-15,208760,56,,1970-01-01T00:00:00Z,"","WM UK",0.661,0.867,9,-5.099,0,0.0273,0.0272,0.00000208,0.0222,0.934,113.996,4
spotify:track:1gv4xPanImH17bKZ9rOveR,"Raise Your Glass","Raise Your Glass","P!nk",2010-10-05,202960,79,,1970-01-01T00:00:00Z,"","LaFace Records",0.7,0.709,7,-5.006,1,0.0838,0.0048,0,0.029,0.624,122.019,4
spotify:track:45aBsnKRWUzhwbcqOJLwfe,"This Is Me","The Greatest Showman (Original Motion Picture Soundtrack)","Keala Settle,The Greatest Showman Ensemble",2017-12-08,234706,75,,1970-01-01T00:00:00Z,"musicals","Atlantic Records",0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,4
spotify:track:3lWzVNe1yFZlkeBBzUuZYu,"Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist","Bella Ciao (Música Original de la Serie la Casa de Papel/ Money Heist)","Manu Pilas",2018-04-20,139844,72,,1970-01-01T00:00:00Z,"","Atresmúsica distributed by Altafonte",0.46,0.564,9,-10.329,0,0.0343,0.538,0,0.191,0.962,135.178,5
spotify:track:1xdRFerFzJol86sPel0AJi,"Moja Wolność","Wracam do domu (Edycja specjalna)","TGD",2016-06-03,252520,31,,1970-01-01T00:00:00Z,"","Gift Management",0.526,0.909,6,-6.17,0,0.0451,0.0186,0.0000623,0.174,0.505,156.004,4
spotify:track:5PSLstZP1cbvPPOPz8PScO,"Cały świat niech pozna Cię","Król wszechświatów","Mate.O/TU",2017-10-12,275946,16,,1970-01-01T00:00:00Z,"","Philadelphia Records",0.493,0.779,0,-5.212,1,0.0339,0.000226,0.000569,0.131,0.502,102.06,3
spotify:track:2OsKN9Oy9Lt1xfxgH97Vaj,"She Likes Girls","Gold","Metro Station",2014-10-14,237866,42,,1970-01-01T00:00:00Z,"","Metro Station Music",0.534,0.905,0,-3.52,1,0.134,0.00198,0,0.0519,0.576,159.936,4
spotify:track:34TY5bMvFrfPlZ7jqeGxi4,"I Don't Need Your Love","Six: The Musical (Studio Cast Recording)","SIX,Izuka Hoyle",2018-08-31,367989,60,,1970-01-01T00:00:00Z,"musicals","6 Music Ltd a division of Loudmouth, under exclusive license from Ex-Wives Ltd",0.535,0.447,5,-8.569,1,0.0612,0.326,0,0.192,0.331,97.611,4
spotify:track:2p0FjrYZlNhEejQOLXHP2n,"Seventeen","Heathers: The Musical (World Premiere Cast Recording)","Barrett Wilbert Weed,Ryan McCartan",2014-06-10,191533,65,,1970-01-01T00:00:00Z,"musicals","Yellow Sound Label",0.336,0.217,9,-9.4,1,0.0487,0.662,0,0.315,0.302,77.158,4
spotify:track:1yjY7rpaAQvKwpdUliHx0d,"Still into You","Paramore","Paramore",2013-04-05,216013,84,,1970-01-01T00:00:00Z,"pop punk,emo,emo pop","Fueled By Ramen",0.602,0.923,5,-3.763,1,0.044,0.0098,0,0.0561,0.765,136.01,4
spotify:track:4zCzHw0jtLkSOFVemoGXut,"He Likes Boys","He Likes Boys - Single","Simone Battle",2011-10-28,182099,39,,1970-01-01T00:00:00Z,"","SBE",0.774,0.568,1,-9.195,0,0.0536,0.0718,0,0.101,0.482,129.973,4
spotify:track:5EHns30byKI6KWDKz7PTwb,"Duszo Ma Pana Chwal","Bo Jestes","Exodus 15",2013-12-13,317560,39,,1970-01-01T00:00:00Z,"","Fonografika",0.499,0.425,6,-8.777,1,0.0294,0.535,0,0.781,0.313,147.871,4
spotify:track:0WCiI0ddWiu5F2kSHgfw5S,"Take It Off","Animal (Expanded Edition)","Kesha",2010-01-01,215200,75,,1970-01-01T00:00:00Z,"","RCA Records Label",0.729,0.675,5,-5.292,0,0.0286,0.0000414,0.00126,0.0867,0.74,125.036,4
spotify:track:7IOuCLt770D8v0u3SVaDeI,"Wasabi","LM5 (Deluxe)","Little Mix",2018-11-16,154786,64,,1970-01-01T00:00:00Z,"","Syco Music",0.847,0.656,2,-4.976,1,0.115,0.00451,0.000854,0.143,0.234,114.001,4
spotify:track:20I6sIOMTCkB6w7ryavxtO,"Call Me Maybe","Kiss","Carly Rae Jepsen",2012-01-01,193400,84,,1970-01-01T00:00:00Z,"","Silent Records IGA",0.782,0.58,7,-6.548,1,0.0407,0.0114,0.00000228,0.108,0.66,120.021,4
spotify:track:0l0CvurVUrr2w3Jj1hOVFc,"NO","Thank You (Deluxe Version)","Meghan Trainor",2017-05-12,213506,79,,1970-01-01T00:00:00Z,"","Epic",0.557,0.803,1,-3.599,0,0.213,0.0124,0.00000161,0.737,0.657,92.134,4
spotify:track:60Yx0pXZMJkAqTd2OIliBr,"Will They Won't They","Mad Love","Jeremy Shada",2021-01-01,207931,36,,1970-01-01T00:00:00Z,"","Jeremy Shada",0.679,0.529,0,-8.265,1,0.0985,0.39,0,0.316,0.659,159.962,4
spotify:track:5ZEQjTroORCu6uWvZrdeNc,"My Life Is Going On - Música Original De La Serie De TV La Casa De Papel / Money Heist","My Life Is Going On (Música Original De La Serie De TV La Casa De Papel / Money Heist)","Cecilia Krull",2017-06-10,214200,62,,1970-01-01T00:00:00Z,"","Atresmúsica distributed by Altafonte",0.427,0.647,6,-8.944,0,0.0353,0.102,0.00000213,0.133,0.298,99.753,4
spotify:track:3Gy1QoizZmBERRGL6m3qv2,"Revenge Is Gonna Be Mine","Once Upon a Time: The Musical Episode (Original Television Soundtrack)","Colin O'Donoghue,Pirates",2017-05-05,154985,45,,1970-01-01T00:00:00Z,"","Walt Disney Records",0.631,0.658,9,-5.82,1,0.0478,0.513,0,0.341,0.781,85.023,4
spotify:track:4YOYmgTyClBOglad4DSXcl,"W to wierzę (Credo)","Twoje imię","TGD",2021-02-12,259306,33,,1970-01-01T00:00:00Z,"","Gift Management",0.46,0.665,2,-6.518,1,0.0316,0.0509,0,0.601,0.2,147.938,4
spotify:track:26wLOs3ZuHJa2Ihhx6QIE6,"Teeth","13 Reasons Why (Season 3)","5 Seconds of Summer",2019-08-23,204887,70,,1970-01-01T00:00:00Z,"","UMGRI Interscope",0.756,0.448,3,-2.993,0,0.0404,0.0508,0.00000387,0.11,0.431,139.031,4
spotify:track:12KUFSHFgT0XCoiSlvdQi4,"Break Free","My Everything (Deluxe)","Ariana Grande,Zedd",2014-08-22,214840,82,,1970-01-01T00:00:00Z,"pop,edm","Universal Records",0.686,0.702,7,-5.325,0,0.0455,0.00637,0.0000446,0.204,0.29,129.948,4
spotify:track:5NvOZCjZaGGGL597exlQWv,"Line Without a Hook","Montgomery Ricky","Ricky Montgomery",2016-04-08,249586,83,,1970-01-01T00:00:00Z,"","Warner Records",0.432,0.652,8,-4.969,1,0.0285,0.262,0,0.258,0.507,190.028,3
spotify:track:59tskctgqUmjCWAwhzYAFm,"Looking at Me","Singular Act II","Sabrina Carpenter",2019-07-19,181120,80,,1970-01-01T00:00:00Z,"","Hollywood Records",0.681,0.798,2,-4.367,1,0.0375,0.00398,0.00000511,0.0542,0.516,105.99,4
spotify:track:6fRmmcYP9h2DgqcufEMj6x,"Country Roads","Country Roads","Peter Hollens",2018-11-03,161158,44,,1970-01-01T00:00:00Z,"","One Voice ProductiOns, LLC",0.481,0.531,7,-7.502,1,0.0331,0.762,0,0.111,0.424,81.998,4
spotify:track:5kWcIgj5CszKQBB0Lg7sGY,"Let Her Go","All the Little Lights (Deluxe Version)","Passenger",2013-08-26,252733,74,,1970-01-01T00:00:00Z,"folk pop","Embassy of Music",0.479,0.545,7,-7.346,1,0.0688,0.365,0,0.0963,0.243,74.897,4
spotify:track:51Gk5vpWtJaWaIEbyp0GzK,"Love Thy Neighbor","The Prom (Music from the Netflix Film)","Andrew Rannells,Nathaniel J. Potvin,Nico Greetham,Logan Riley,Sofia Nova,The Prom Ensemble",2020-12-04,271080,45,,1970-01-01T00:00:00Z,"musicals","Masterworks",0.485,0.876,7,-5.877,1,0.332,0.241,0,0.276,0.592,119.15,4
spotify:track:0qE6tpNdNyuAJm81BHaYKm,"Ordinary","Ordinary","Joriah Kwamé,Allie Grace",2020-09-08,200433,43,,1970-01-01T00:00:00Z,"","Joriah Kwamé",0.596,0.468,4,-7.357,1,0.0489,0.385,0,0.222,0.694,109.893,4
spotify:track:5flerg6aEao2VayZezVlgu,"Insane","Insane","Black Gryph0n,Baasik",2021-06-11,159714,77,,1970-01-01T00:00:00Z,"","Black Gryph0n & Baasik",0.716,0.712,4,-5.826,0,0.144,0.193,0,0.823,0.797,104.899,4
spotify:track:5cxnSTLzGD1t9xcdmJYFVB,"No Children","Tallahassee","The Mountain Goats",2003-01-27,168306,62,,1970-01-01T00:00:00Z,"folk punk,indie folk","4AD",0.607,0.411,1,-7.566,1,0.0414,0.603,0.000671,0.103,0.412,84.94,4
spotify:track:4bJygwUKrRgq1stlNXcgMg,"All The Things She Said","200 KM/H In The Wrong Lane (10th Anniversary Edition)","t.A.T.u.",2002,214440,80,,1970-01-01T00:00:00Z,"","Interscope",0.527,0.834,5,-5.767,0,0.0474,0.0411,0.00599,0.105,0.381,179.92,4
spotify:track:14iN3o8ptQ8cFVZTEmyQRV,"I Kissed A Girl","One Of The Boys","Katy Perry",2008-06-17,179640,78,,1970-01-01T00:00:00Z,"pop","Capitol Records",0.702,0.76,5,-3.174,1,0.0684,0.00226,0,0.132,0.696,129.996,4
spotify:track:0oyqZA5JeSHLpyoelJNQed,"Daj mi wizję","Serce Sługi","CSM Worship",2019-06-15,302037,21,,1970-01-01T00:00:00Z,"worship","Sela Music",0.361,0.612,11,-7.767,1,0.0291,0.00727,0.00915,0.113,0.233,147.955,4
spotify:track:39x7KIO0MscRwphIOaoltP,"You Got Nothing to Lose (feat. Cheyenne Jackson)","Julie and the Phantoms: Season 1 (From the Netflix Original Series)","Julie and the Phantoms Cast,Cheyenne Jackson",2020-09-10,184077,50,,1970-01-01T00:00:00Z,"","Columbia",0.633,0.767,10,-4.241,1,0.0311,0.0679,0.00000439,0.201,0.616,103.007,4
spotify:track:4w0B2qq8asWtatQ4z6ezid,"Sixteen Going On Seventeen","The Sound Of Music (Original Soundtrack Recording)","Charmian Carr,Dan Truhitte",1965-01-01,200000,54,,1970-01-01T00:00:00Z,"musicals","Craft Recordings",0.488,0.133,8,-15.865,1,0.0362,0.895,0,0.0595,0.289,128.123,4
spotify:track:5BUq9bdtsm3LWw5laJeJ4R,"Hopelessly Devoted To You - From “Grease”","Grease (The Original Motion Picture Soundtrack)","Olivia Newton-John",1978-04-04,185360,75,,1970-01-01T00:00:00Z,"","UMC (Universal Music Catalogue)",0.59,0.338,11,-13.101,0,0.03,0.292,0.0131,0.121,0.322,110.581,3
spotify:track:6IbnUaczZBT34DhaD6S18F,"Bubblegum Bitch","Electra Heart (Deluxe)","MARINA",2012-04-27,154666,79,,1970-01-01T00:00:00Z,"","Atlantic Records UK",0.495,0.856,0,-5.123,0,0.0311,0.000219,0,0.103,0.609,158.024,4
spotify:track:1UOgQpv8Ofd3OtlmpCjmTM,"Wish You Were Gay","Sideline Star","Claud",2019-10-25,191306,46,,1970-01-01T00:00:00Z,"bedroom pop,indie pop","Claud",0.632,0.332,2,-9.1,1,0.0483,0.83,0.00000199,0.226,0.348,70.426,4
spotify:track:3BIqjYgetSvveQcnjIQsoN,"Chwaly dzwiek","Bo Jestes wiekszy","Exodus 15",2016-04-01,246308,26,,1970-01-01T00:00:00Z,"","Zako records",0.546,0.933,4,-5.092,1,0.131,0.0289,0,0.812,0.336,124.07,4
spotify:track:3D5wnLaeVlCCIPzQOOAirA,"No Roots","Mint","Alice Merton",2019-01-18,237053,66,,1970-01-01T00:00:00Z,"","Paper Plane Records International",0.863,0.673,4,-6.576,0,0.1,0.258,0.00271,0.0745,0.821,115.952,4
spotify:track:4JLBDUYSaOMPYND0iWeSWQ,"Jenny (I Wanna Ruin Our Friendship)","Jenny (I Wanna Ruin Our Friendship)","Studio Killers",2020-12-04,215280,72,,1970-01-01T00:00:00Z,"","Atlantic Records",0.668,0.798,11,-5.701,1,0.0334,0.00305,0.0144,0.277,0.575,133.928,4
spotify:track:5FXn5JHL50tDPMITGun9zh,"Girls In Bikinis","Am I A Girl?","Poppy",2018-10-31,145272,61,,1970-01-01T00:00:00Z,"","Mad Decent",0.886,0.893,6,-2.713,0,0.0612,0.116,0.0737,0.145,0.814,116.01,4
